Time,,,,,0,1,2,3,4,5,6,7,8
Infectious,"1",not isolated,"Low-risk","non-vaccinated",1,1.06412,1.1345,1.21899,1.32258,1.44782,1.59662,1.77153,1.97645
Infectious,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"2",not isolated,"High-risk","non-vaccinated",0,1.13062E-05,0.000141315,0.000548405,0.00133601,0.00254082,0.00415577,0.0061565,0.00852127
Infectious,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious,"2",not isolated,"Low-risk","non-vaccinated",0,0.00023838,0.00297945,0.0115644,0.0281897,0.0536761,0.0879563,0.130617,0.181294
Infectious asymptomatic,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",not isolated,"High-risk","non-vaccinated",0,6.39409E-06,7.98813E-05,0.000309744,0.000754017,0.00143363,0.00234614,0.00348058,0.00482807
Infectious asymptomatic,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"0",not isolated,"Low-risk","non-vaccinated",0,0.000184126,0.00230028,0.00891945,0.0217129,0.0412833,0.06756,0.100228,0.13903
Infectious asymptomatic,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",not isolated,"High-risk","non-vaccinated",0,1.99345E-05,0.000249042,0.000965671,0.00235076,0.00446957,0.00731444,0.0108512,0.0150522
Infectious asymptomatic,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"1",not isolated,"Low-risk","non-vaccinated",0,0.0774135,0.156335,0.238626,0.325398,0.4172,0.514617,0.618752,0.731472
Infectious asymptomatic,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",not isolated,"High-risk","non-vaccinated",0,4.02452E-06,5.02782E-05,0.000194956,0.000474587,0.000902347,0.00147669,0.00219072,0.00303884
Infectious asymptomatic,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious asymptomatic,"2",not isolated,"Low-risk","non-vaccinated",0,0.000101661,0.00127005,0.00492469,0.0119883,0.0227937,0.0373019,0.0553386,0.0767626
"Infectious pre-symptomatic","0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",not isolated,"High-risk","non-vaccinated",0,1.10583E-05,0.000118417,0.000377556,0.000753789,0.00119094,0.00165186,0.00212452,0.00261518
"Infectious pre-symptomatic","0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","0",not isolated,"Low-risk","non-vaccinated",0,0.000236688,0.00253457,0.00808109,0.0161339,0.0254906,0.0353558,0.0454725,0.0559745
"Infectious pre-symptomatic","1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",not isolated,"High-risk","non-vaccinated",0,3.44759E-05,0.000369184,0.00117709,0.00235005,0.00371295,0.00514991,0.0066235,0.00815321
"Infectious pre-symptomatic","1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","1",not isolated,"Low-risk","non-vaccinated",0,0.081464,0.104467,0.114143,0.125592,0.13984,0.15664,0.176264,0.199439
"Infectious pre-symptomatic","2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",not isolated,"High-risk","non-vaccinated",0,6.96022E-06,7.45333E-05,0.000237638,0.000474444,0.000749595,0.0010397,0.0013372,0.00164602
"Infectious pre-symptomatic","2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
"Infectious pre-symptomatic","2",not isolated,"Low-risk","non-vaccinated",0,0.000130682,0.00139941,0.00446181,0.00890797,0.0140741,0.019521,0.0251067,0.0309051
Infectious symptomatic,"0",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",not isolated,"High-risk","non-vaccinated",0,5.10765E-07,2.62197E-05,0.000183997,0.000614825,0.00141224,0.00260463,0.00417626,0.00609521
Infectious symptomatic,"0",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"0",not isolated,"Low-risk","non-vaccinated",0,1.09327E-05,0.000561444,0.00394453,0.0132096,0.0304426,0.0563879,0.0908691,0.13335
Infectious symptomatic,"1",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",not isolated,"High-risk","non-vaccinated",0,1.59238E-06,8.17438E-05,0.000573639,0.00191681,0.00440285,0.00812031,0.0130201,0.0190027
Infectious symptomatic,"1",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"1",not isolated,"Low-risk","non-vaccinated",1,0.905243,0.873694,0.866225,0.871585,0.890778,0.925363,0.976511,1.04554
Infectious symptomatic,"2",In isolation,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",In isolation,"High-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",In isolation,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",In isolation,"Low-risk","non-vaccinated",0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",not isolated,"High-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",not isolated,"High-risk","non-vaccinated",0,3.21481E-07,1.6503E-05,0.00011581,0.000386978,0.000888878,0.00163938,0.00262859,0.0038364
Infectious symptomatic,"2",not isolated,"Low-risk",vaccinated,0,0,0,0,0,0,0,0,0
Infectious symptomatic,"2",not isolated,"Low-risk","non-vaccinated",0,6.03626E-06,0.00030999,0.00217789,0.00729343,0.0168083,0.0311334,0.0501715,0.0736262
Infectious transmitters,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"0","High-risk","non-vaccinated",,0,1.79631E-05,0.000224518,0.000871297,0.00212263,0.00403682,0.00660263,0.00978135,0.0135385
Infectious transmitters,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"0","Low-risk","non-vaccinated",,0,0.000431747,0.00539629,0.0209451,0.0510564,0.0972165,0.159304,0.236569,0.328354
Infectious transmitters,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"1","High-risk","non-vaccinated",,0,5.60028E-05,0.000699969,0.0027164,0.00661762,0.0125854,0.0205847,0.0304948,0.0422081
Infectious transmitters,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"1","Low-risk","non-vaccinated",,1,1.06412,1.1345,1.21899,1.32258,1.44782,1.59662,1.77153,1.97645
Infectious transmitters,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"2","High-risk","non-vaccinated",,0,1.13062E-05,0.000141315,0.000548405,0.00133601,0.00254082,0.00415577,0.0061565,0.00852127
Infectious transmitters,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters,"2","Low-risk","non-vaccinated",,0,0.00023838,0.00297945,0.0115644,0.0281897,0.0536761,0.0879563,0.130617,0.181294
Infectious transmitters distr,"0","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"0","High-risk","non-vaccinated",,0,1.68688E-05,0.000196268,0.000693908,0.00150339,0.00249514,0.00352098,0.00447629,0.00530844
Infectious transmitters distr,"0","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"0","Low-risk","non-vaccinated",,0,0.000405443,0.00471729,0.0166808,0.0361615,0.0600891,0.0849519,0.108262,0.128748
Infectious transmitters distr,"1","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"1","High-risk","non-vaccinated",,0,5.25909E-05,0.000611894,0.00216336,0.00468704,0.00777896,0.0109772,0.0139555,0.0165499
Infectious transmitters distr,"1","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"1","Low-risk","non-vaccinated",,1,0.999291,0.991746,0.970815,0.936736,0.894889,0.851429,0.810714,0.774967
Infectious transmitters distr,"2","High-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"2","High-risk","non-vaccinated",,0,1.06174E-05,0.000123533,0.000436754,0.000946251,0.00157047,0.00221615,0.00281743,0.0033412
Infectious transmitters distr,"2","Low-risk",vaccinated,,0,0,0,0,0,0,0,0,0
Infectious transmitters distr,"2","Low-risk","non-vaccinated",,0,0.000223857,0.00260456,0.00920996,0.0199658,0.0331769,0.0469044,0.0597748,0.0710855
"informer?",,,,,0,0,0,0,0,0,0,0,0
informers,,,,,0
Initial chance of contact,,,,,0.00058
Initial Critical care,"0","High-risk",vaccinated,,0
Initial Critical care,"0","High-risk","non-vaccinated",,0
Initial Critical care,"0","Low-risk",vaccinated,,0
Initial Critical care,"0","Low-risk","non-vaccinated",,0
Initial Critical care,"1","High-risk",vaccinated,,0
Initial Critical care,"1","High-risk","non-vaccinated",,0
Initial Critical care,"1","Low-risk",vaccinated,,0
Initial Critical care,"1","Low-risk","non-vaccinated",,0
Initial Critical care,"2","High-risk",vaccinated,,0
Initial Critical care,"2","High-risk","non-vaccinated",,0
Initial Critical care,"2","Low-risk",vaccinated,,0
Initial Critical care,"2","Low-risk","non-vaccinated",,0
Initial dead people,"0",In isolation,"High-risk",vaccinated,0
Initial dead people,"0",In isolation,"High-risk","non-vaccinated",0
Initial dead people,"0",In isolation,"Low-risk",vaccinated,0
Initial dead people,"0",In isolation,"Low-risk","non-vaccinated",0
Initial dead people,"0",not isolated,"High-risk",vaccinated,0
Initial dead people,"0",not isolated,"High-risk","non-vaccinated",0
Initial dead people,"0",not isolated,"Low-risk",vaccinated,0
Initial dead people,"0",not isolated,"Low-risk","non-vaccinated",0
Initial dead people,"1",In isolation,"High-risk",vaccinated,0
Initial dead people,"1",In isolation,"High-risk","non-vaccinated",0
Initial dead people,"1",In isolation,"Low-risk",vaccinated,0
Initial dead people,"1",In isolation,"Low-risk","non-vaccinated",0
Initial dead people,"1",not isolated,"High-risk",vaccinated,0
Initial dead people,"1",not isolated,"High-risk","non-vaccinated",0
Initial dead people,"1",not isolated,"Low-risk",vaccinated,0
Initial dead people,"1",not isolated,"Low-risk","non-vaccinated",1
Initial dead people,"2",In isolation,"High-risk",vaccinated,0
Initial dead people,"2",In isolation,"High-risk","non-vaccinated",0
Initial dead people,"2",In isolation,"Low-risk",vaccinated,0
Initial dead people,"2",In isolation,"Low-risk","non-vaccinated",0
Initial dead people,"2",not isolated,"High-risk",vaccinated,0
Initial dead people,"2",not isolated,"High-risk","non-vaccinated",0
Initial dead people,"2",not isolated,"Low-risk",vaccinated,0
Initial dead people,"2",not isolated,"Low-risk","non-vaccinated",0
initial episodeless susceptible,"0","High-risk",vaccinated,,0
initial episodeless susceptible,"0","High-risk","non-vaccinated",,170
initial episodeless susceptible,"0","Low-risk",vaccinated,,0
initial episodeless susceptible,"0","Low-risk","non-vaccinated",,4086
initial episodeless susceptible,"1","High-risk",vaccinated,,0
initial episodeless susceptible,"1","High-risk","non-vaccinated",,530
initial episodeless susceptible,"1","Low-risk",vaccinated,,0
initial episodeless susceptible,"1","Low-risk","non-vaccinated",,12722
initial episodeless susceptible,"2","High-risk",vaccinated,,0
initial episodeless susceptible,"2","High-risk","non-vaccinated",,107
initial episodeless susceptible,"2","Low-risk",vaccinated,,0
initial episodeless susceptible,"2","Low-risk","non-vaccinated",,2256
Initial Exposed,"0",In isolation,"High-risk",vaccinated,0
Initial Exposed,"0",In isolation,"High-risk","non-vaccinated",0
Initial Exposed,"0",In isolation,"Low-risk",vaccinated,0
Initial Exposed,"0",In isolation,"Low-risk","non-vaccinated",0
Initial Exposed,"0",not isolated,"High-risk",vaccinated,0
Initial Exposed,"0",not isolated,"High-risk","non-vaccinated",0
Initial Exposed,"0",not isolated,"Low-risk",vaccinated,0
Initial Exposed,"0",not isolated,"Low-risk","non-vaccinated",0
Initial Exposed,"1",In isolation,"High-risk",vaccinated,0
Initial Exposed,"1",In isolation,"High-risk","non-vaccinated",0
Initial Exposed,"1",In isolation,"Low-risk",vaccinated,0
Initial Exposed,"1",In isolation,"Low-risk","non-vaccinated",0
Initial Exposed,"1",not isolated,"High-risk",vaccinated,0
Initial Exposed,"1",not isolated,"High-risk","non-vaccinated",0
Initial Exposed,"1",not isolated,"Low-risk",vaccinated,0
Initial Exposed,"1",not isolated,"Low-risk","non-vaccinated",1
Initial Exposed,"2",In isolation,"High-risk",vaccinated,0
Initial Exposed,"2",In isolation,"High-risk","non-vaccinated",0
Initial Exposed,"2",In isolation,"Low-risk",vaccinated,0
Initial Exposed,"2",In isolation,"Low-risk","non-vaccinated",0
Initial Exposed,"2",not isolated,"High-risk",vaccinated,0
Initial Exposed,"2",not isolated,"High-risk","non-vaccinated",0
Initial Exposed,"2",not isolated,"Low-risk",vaccinated,0
Initial Exposed,"2",not isolated,"Low-risk","non-vaccinated",0
Initial final time,,,,,200
Initial Hospitalised,"0","High-risk",vaccinated,,0
Initial Hospitalised,"0","High-risk","non-vaccinated",,0
Initial Hospitalised,"0","Low-risk",vaccinated,,0
Initial Hospitalised,"0","Low-risk","non-vaccinated",,0
Initial Hospitalised,"1","High-risk",vaccinated,,0
Initial Hospitalised,"1","High-risk","non-vaccinated",,0
Initial Hospitalised,"1","Low-risk",vaccinated,,0
Initial Hospitalised,"1","Low-risk","non-vaccinated",,0
Initial Hospitalised,"2","High-risk",vaccinated,,0
Initial Hospitalised,"2","High-risk","non-vaccinated",,0
Initial Hospitalised,"2","Low-risk",vaccinated,,0
Initial Hospitalised,"2","Low-risk","non-vaccinated",,0
Initial Immune,"0","High-risk",vaccinated,,0
Initial Immune,"0","High-risk","non-vaccinated",,0
Initial Immune,"0","Low-risk",vaccinated,,0
Initial Immune,"0","Low-risk","non-vaccinated",,0
Initial Immune,"1","High-risk",vaccinated,,0
Initial Immune,"1","High-risk","non-vaccinated",,0
Initial Immune,"1","Low-risk",vaccinated,,0
Initial Immune,"1","Low-risk","non-vaccinated",,0
Initial Immune,"2","High-risk",vaccinated,,0
Initial Immune,"2","High-risk","non-vaccinated",,0
Initial Immune,"2","Low-risk",vaccinated,,0
Initial Immune,"2","Low-risk","non-vaccinated",,0
Initial Infectious asymptomatic,"0",In isolation,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"0",In isolation,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"0",In isolation,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"0",In isolation,"Low-risk","non-vaccinated",0
Initial Infectious asymptomatic,"0",not isolated,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"0",not isolated,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"0",not isolated,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"0",not isolated,"Low-risk","non-vaccinated",0
Initial Infectious asymptomatic,"1",In isolation,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"1",In isolation,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"1",In isolation,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"1",In isolation,"Low-risk","non-vaccinated",0
Initial Infectious asymptomatic,"1",not isolated,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"1",not isolated,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"1",not isolated,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"1",not isolated,"Low-risk","non-vaccinated",0
Initial Infectious asymptomatic,"2",In isolation,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"2",In isolation,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"2",In isolation,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"2",In isolation,"Low-risk","non-vaccinated",0
Initial Infectious asymptomatic,"2",not isolated,"High-risk",vaccinated,0
Initial Infectious asymptomatic,"2",not isolated,"High-risk","non-vaccinated",0
Initial Infectious asymptomatic,"2",not isolated,"Low-risk",vaccinated,0
Initial Infectious asymptomatic,"2",not isolated,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","0",In isolation,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","0",In isolation,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","0",In isolation,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","0",In isolation,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","0",not isolated,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","0",not isolated,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","0",not isolated,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","0",not isolated,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","1",In isolation,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","1",In isolation,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","1",In isolation,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","1",In isolation,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","1",not isolated,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","1",not isolated,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","1",not isolated,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","1",not isolated,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","2",In isolation,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","2",In isolation,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","2",In isolation,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","2",In isolation,"Low-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","2",not isolated,"High-risk",vaccinated,0
"Initial infectious pre-symptomatic","2",not isolated,"High-risk","non-vaccinated",0
"Initial infectious pre-symptomatic","2",not isolated,"Low-risk",vaccinated,0
"Initial infectious pre-symptomatic","2",not isolated,"Low-risk","non-vaccinated",0
Initial mild infectious symptomatic,"0",In isolation,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"0",In isolation,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"0",In isolation,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"0",In isolation,"Low-risk","non-vaccinated",0
Initial mild infectious symptomatic,"0",not isolated,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"0",not isolated,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"0",not isolated,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"0",not isolated,"Low-risk","non-vaccinated",0
Initial mild infectious symptomatic,"1",In isolation,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"1",In isolation,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"1",In isolation,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"1",In isolation,"Low-risk","non-vaccinated",0
Initial mild infectious symptomatic,"1",not isolated,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"1",not isolated,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"1",not isolated,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"1",not isolated,"Low-risk","non-vaccinated",1
Initial mild infectious symptomatic,"2",In isolation,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"2",In isolation,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"2",In isolation,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"2",In isolation,"Low-risk","non-vaccinated",0
Initial mild infectious symptomatic,"2",not isolated,"High-risk",vaccinated,0
Initial mild infectious symptomatic,"2",not isolated,"High-risk","non-vaccinated",0
Initial mild infectious symptomatic,"2",not isolated,"Low-risk",vaccinated,0
Initial mild infectious symptomatic,"2",not isolated,"Low-risk","non-vaccinated",0
initial perc of infsymp dead,"0",In isolation,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",In isolation,"High-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",In isolation,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",In isolation,"Low-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",not isolated,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",not isolated,"High-risk","non-vaccinated",0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723
initial perc of infsymp dead,"0",not isolated,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"0",not isolated,"Low-risk","non-vaccinated",0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158
initial perc of infsymp dead,"1",In isolation,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",In isolation,"High-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",In isolation,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",In isolation,"Low-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",not isolated,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",not isolated,"High-risk","non-vaccinated",0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723
initial perc of infsymp dead,"1",not isolated,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"1",not isolated,"Low-risk","non-vaccinated",0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158
initial perc of infsymp dead,"2",In isolation,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",In isolation,"High-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",In isolation,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",In isolation,"Low-risk","non-vaccinated",1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",not isolated,"High-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",not isolated,"High-risk","non-vaccinated",0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723,0.722723
initial perc of infsymp dead,"2",not isolated,"Low-risk",vaccinated,1,1,1,1,1,1,1,1,1
initial perc of infsymp dead,"2",not isolated,"Low-risk","non-vaccinated",0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158,0.922158
initial perc of infsymp hosp,"0",In isolation,"High-risk",vaccinated,0
initial perc of infsymp hosp,"0",In isolation,"High-risk","non-vaccinated",0
initial perc of infsymp hosp,"0",In isolation,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"0",In isolation,"Low-risk","non-vaccinated",0
initial perc of infsymp hosp,"0",not isolated,"High-risk",vaccinated,0
initial perc of infsymp hosp,"0",not isolated,"High-risk","non-vaccinated",0.277277
initial perc of infsymp hosp,"0",not isolated,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"0",not isolated,"Low-risk","non-vaccinated",0.077842
initial perc of infsymp hosp,"1",In isolation,"High-risk",vaccinated,0
initial perc of infsymp hosp,"1",In isolation,"High-risk","non-vaccinated",0
initial perc of infsymp hosp,"1",In isolation,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"1",In isolation,"Low-risk","non-vaccinated",0
initial perc of infsymp hosp,"1",not isolated,"High-risk",vaccinated,0
initial perc of infsymp hosp,"1",not isolated,"High-risk","non-vaccinated",0.277277
initial perc of infsymp hosp,"1",not isolated,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"1",not isolated,"Low-risk","non-vaccinated",0.077842
initial perc of infsymp hosp,"2",In isolation,"High-risk",vaccinated,0
initial perc of infsymp hosp,"2",In isolation,"High-risk","non-vaccinated",0
initial perc of infsymp hosp,"2",In isolation,"Low-risk",vaccinated,0
initial perc of infsymp hosp,"2",In isolation,"Low-risk","non-vaccinated",0
initial perc of infsymp hosp,"2",not isolated,"High-risk",vaccinated,0
